Text,University name,Address,Latitude,Longitude,Found Address,Match Quality,Source
"Universitat de Barcelona, Escola Universitària d'Estudis Empresarials (Current number of students: 0)","Universitat de Barcelona, Escola Universitària d'Estudis Empresarials","Avinguda Diagonal, 696, 08034 Barcelona, Spain",41.3851696,2.1115691,"Avinguda Diagonal, 696, 08034 Barcelona, Spain",Match,Google
Universitat de Valencia (Current number of students: 2),Universitat de Valencia,"Av. de Blasco Ibáñez, 13, 46010 València, Spain",39.4796057,-0.364354,"Av. de Blasco Ibáñez, 13, 46010 València, Valencia, Spain",Match,Google
Universidad Loyola Andalucia (Current number of students: 0),Universidad Loyola Andalucia,"Calle del Escritor Castilla Aguayo Nº4, 14004 Córdoba, Spain",37.86851,-4.790027,"Calle del Escritor Castilla Aguayo Nº4, 14004 Córdoba, Spain",Match,Google
Universidad Pablo de Olavide Sevilla (Current number of students: 0),Universidad Pablo de Olavide Sevilla,"Ctra. de Utrera, 1, 41013 Sevilla, Spain",37.35817,-5.94988,"Ctra. de Utrera, 1, 41013 Sevilla, Spain",Match,Google
Halmstad University (Current number of students: 0),Halmstad University,"Kristian IV:s väg 3, 301 18 Halmstad, Sweden",56.6638865,12.8760885,"301, Kristian IV:s väg 3, 302 50 Halmstad, Sweden",Match,Google
Örebro University (Current number of students: 0),Örebro University,"Fakultetsgatan 1, 702 81 Örebro, Sweden",59.2547883,15.2492854,"Långhuset, Fakultetsgatan 1, 701 82 Örebro, Sweden",Match,Google
Stockholm University (Current number of students: 0),Stockholm University,"Frescativägen, 114 19 Stockholm, Sweden",59.3626464,18.0561035,"Frescativägen, 114 19 Stockholm, Sweden",Match,Google
University of Applied Sciences and Arts North-western Switzerland (FHNW) (Current number of students: 0),University of Applied Sciences and Arts North-western Switzerland (FHNW),"Bahnhofstrasse 6, 5210 Windisch, Switzerland",47.4817211,8.2113634,"Bahnhofstrasse 6, 5210 Windisch, Switzerland",Match,Google
"Zürich University of Applied Sciences, Winterthur (ZHAW) (Current number of students: 0)","Zürich University of Applied Sciences, Winterthur (ZHAW)","Gertrudstrasse 15, 8400 Winterthur, Switzerland",47.4999345,8.7203081,"Gertrudstrasse 15, 8400 Winterthur, Switzerland",Match,Google
Ming Chuan University (Current number of students: 4),Ming Chuan University,"No. 250號, Section 5, Zhongshan North Road, Shilin District, Taipei City, Taiwan 111",25.0872814,121.5268849,"No. 250, Section 5, Zhongshan North Road, Shilin District, Taipei City, Taiwan 111",Partial Match,Google
National Sun Yat-sen University (Current number of students: 0),National Sun Yat-sen University,"No.70 Lienhai Road, Gushan District, Kaohsiung City, Taiwan 80424",22.628388,120.264737,"No. 70, Lianhai Road, Gushan District, Kaohsiung City, Taiwan 804",Partial Match,Google
National Taipei University of Technology (Current number of students: 0),National Taipei University of Technology,"No. 1號, Section 3, Zhongxiao East Road, Da’an District, Taipei City, Taiwan 106",25.0424339,121.5356358,"No. 1, Section 3, Zhongxiao East Road, Da’an District, Taipei City, Taiwan 106",Partial Match,Google
"Chulalongkorn University, Bangkok (Current number of students: 2)","Chulalongkorn University, Bangkok","Faculty of Commerce and Accountancy Chhulalongkorn University Phaya Thai Road, Phathomwan , Bangkok 10330, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",13.7338328,100.5296354,"Faculty of Commerce and Accountancy Chhulalongkorn University Phaya Thai Road, Phathomwan , Bangkok 10330, 10330, Thailand",Match,Google
"Kasetsart University, Bangkok (Current number of students: 0)","Kasetsart University, Bangkok","50 Thanon Ngam Wong Wan, Khwaeng Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",13.8450962,100.57076,"50 Thanon Ngamwongwan, Khwaeng Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",Match,Google
"Stamford International University, Bangkok (Current number of students: 3)","Stamford International University, Bangkok","16 ถนน มอเตอร์เวย์ ก.ม. 2 Khwaeng Prawet, Khet Prawet, Bangkok 10250, Thailand",13.7351391,100.6614121,"16 ถนน มอเตอร์เวย์ ก.ม. 2 Khwaeng Prawet, Khet Prawet, Bangkok 10250, Thailand",Match,Google
Istanbul Bilgi University (Current number of students: 3),Istanbul Bilgi University,"Emniyettepe Mahallesi, Kazım Karabekir Cd. No:13 D:2, 34060 Eyüp/İstanbul, Turkey",41.0672987,28.9455633,"Emniyettepe Mahallesi, Kazım Karabekir Cd. No:13 D:2, 34060 Eyüp/İstanbul, Turkey",Match,Google
Edinburgh Napier University (Current number of students: 7),Edinburgh Napier University,"Sighthill Campus, Sighthill Court, Edinburgh, EH11 4BN ",55.9260983,-3.2893238,"9 Sighthill Ct, Edinburgh EH11 4BN, UK",Match,Google
London Metropolitan University (Current number of students: 2),London Metropolitan University,"166-220 Holloway Rd, London N7 8DB, UK",51.5516174,-0.1107146,"London Metropolitan University, 166-220 Holloway Rd, London N7 8DB, UK",Match,Google
Northumbria University (Current number of students: 2),Northumbria University,"Sutherland Building, 2 Ellison Pl, Newcastle upon Tyne NE1 8ST, UK",54.97662,-1.6092641,"Newcastle upon Tyne NE1 8JG, UK",Match,Google
Sheffield Hallam University (Current number of students: 0),Sheffield Hallam University,"Howard St, Sheffield S1 1WB, UK",53.3785245,-1.4661236,"Howard St, Sheffield S1, UK",Match,Google
University of Brighton (Current number of students: 7),University of Brighton,"University of Brighton, Mithras House, Lewes Road, Brighton BN2 4AT, United Kingdom",50.8420449,-0.1198916,"Mithras House, Lewes Rd, Brighton BN2 4AT, UK",Match,Google
University of Hertfordshire (Current number of students: 2),University of Hertfordshire,"University of Hertfordshire, Hatfield, Hertfordshire, AL10 9AB, UK",51.7518204,-0.2387957,"College Ln, Hatfield AL10 9AB, UK",Match,Google
University of Plymouth (Current number of students: 0),University of Plymouth,"Drake Circus, Plymouth PL4 8AA, UK",50.374697,-4.1376293,"Portland Square, Drake Circus, Plymouth PL4 8AA, UK",Match,Google
University of Portsmouth (Current number of students: 0),University of Portsmouth,"University House, Winston Churchill Ave, Portsmouth PO1 2UP, UK",50.7951373,-1.0936478,"University House, Portsmouth PO1 2UP, UK",Match,Google
"University of the West of England, Bristol (Current number of students: 2)","University of the West of England, Bristol","Coldharbour Ln, Stoke Gifford, Bristol BS16 1QY, UK",51.5014355,-2.5443788,"Coldharbour Ln, Stoke Gifford, Bristol BS16, UK",Match,Google
"University of the West of Scotland, Paisley (Current number of students: 0)","University of the West of Scotland, Paisley","High St, Paisley PA1 2BE, UK",55.8451334,-4.4276188,"High St, Paisley PA1, UK",Match,Google
Universidad de Montevideo (Current number of students: 2),Universidad de Montevideo,"Dr Prudencio de Pena 2544, 11600 Montevideo, Uruguay",-34.8979527,-56.1603758,"Dr Prudencio de Pena 2544, 11600 Montevideo, Uruguay",Match,Google
"Baruch College, New York (Current number of students: 3)","Baruch College, New York","55 Lexington Ave, New York, NY 10010, USA",40.7402384,-73.9835124,"55 Lexington Ave, New York, NY 10010, USA",Match,Google
"Birmingham Southern College, Alabama (Current number of students: 0)","Birmingham Southern College, Alabama","900 Arkadelphia Rd, Birmingham, AL 35254, USA",33.5148629,-86.8559116,"900 Arkadelphia Rd, Birmingham, AL 35254, USA",Match,Google
"California State University, Chico (Current number of students: 4)","California State University, Chico","400 W 1st St, Chico, CA 95929, USA",39.7296139,-121.8457026,"Colusa Hall, 400 W 1st St, Chico, CA 95929, USA",Match,Google
"California State University, Fresno (Current number of students: 0)","California State University, Fresno","5241 N Maple Ave, Fresno, CA 93740, USA",36.8108284,-119.7462226,"5241 N Maple Ave, Fresno, CA 93740, USA",Match,Google
"California State University, Long Beach (Current number of students: 11)","California State University, Long Beach","1250 Bellflower Blvd, Long Beach, CA 90840, United States",33.7826983,-118.1223044,"1250 N Bellflower Blvd, Long Beach, CA 90815, USA",Match,Google
"California State University, Monterey Bay (Current number of students: 0)","California State University, Monterey Bay","100 Campus Center, Seaside, CA 93955, United States",36.6538224,-121.801697,"100 Campus Center, Seaside, CA 93955, USA",Match,Google
"California State University, San Marcos (Current number of students: 0)","California State University, San Marcos","333 S Twin Oaks Valley Rd, San Marcos, CA 92096, USA",33.1291277,-117.1596548,"333 S Twin Oaks Valley Rd, San Marcos, CA 92078, USA",Match,Google
"Champlain College, Vermont (Current number of students: 0)","Champlain College, Vermont","163 S Willard St, Burlington, VT 05401, USA",44.4755768,-73.2057021,"Skiff Hall, 163 S Willard St, Burlington, VT 05401, USA",Match,Google
"Fort Lewis College, Colorado (Current number of students: 0)","Fort Lewis College, Colorado","Kroeger Hall, 1000 Rim Dr, Durango, CO 81301, USA",37.2737453,-107.8710381,"Kroeger Hall, 1000 Rim Dr, Durango, CO 81301, USA",Match,Google
"LIM College, New York City (Current number of students: 3)","LIM College, New York City","216 E 45th St, New York, NY 10017, USA",40.7520969,-73.9721553,"216 E 45th St, New York, NY 10017, USA",Match,Google
"Loyola University, Maryland (Current number of students: 0)","Loyola University, Maryland","4501 North Charles Street, Baltimore, MD 21210, USA",39.3462249,-76.6213069,"4501 N Charles St, Baltimore, MD 21210, USA",Match,Google
"Northern Arizona University, Flagstaff (Current number of students: 0)","Northern Arizona University, Flagstaff","1899 S San Francisco St, Flagstaff, AZ 86011, USA",35.1811687,-111.6519781,"1899 S San Francisco St, Flagstaff, AZ 86001, USA",Match,Google
Southeast Missouri State University (Current number of students: 0),Southeast Missouri State University,"1 University Plaza, Cape Girardeau, MO 63701, USA",37.3126443,-89.5310043,"1 University Plaza, Cape Girardeau, MO 63701, USA",Match,Google
State University of New York at Buffalo (Current number of students: 4),State University of New York at Buffalo,"Buffalo, NY 14260, USA",42.8711,-78.8593199,"Buffalo, NY 14260, USA",Match,Google
University of Central Oklahoma (Current number of students: 0),University of Central Oklahoma,"100 N University Dr, Edmond, OK 73034, USA",35.6551099,-97.4720166,"100 N University Dr, Edmond, OK 73034, USA",Match,Google
"University of Miami, Florida (Current number of students: 0)","University of Miami, Florida","University of Miami, Florida",25.7191685,-80.2771253,"1320 S Dixie Hwy, Coral Gables, FL 33146, USA",Match,Google
Hutech University Saigon (Current number of students: 0),Hutech University Saigon,"475 A Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh, Vietnam",10.801675,106.714432,"475a Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh 70000, Vietnam",Partial Match,Google
RMIT University Vietnam (Current number of students: 0),RMIT University Vietnam,"702 Nguyễn Văn Linh, Tân Hưng, Quận 7, Hồ Chí Minh 700000, Vietnam",10.7294434,106.6927383,"702 Nguyễn Văn Linh, Tân Hưng, Quận 7, Hồ Chí Minh, Vietnam",Match,Google
